name,credits,institution
Pooja,21,IIT Kanpur
Sneha,153,IIT Bombay
Priya,90,BITS Pilani
Kavita,61,JNU
Neha,152,JNU
Kiran,123,NIT Surathkal
Manish,65,NIT Trichy
Kavita,178,DU
Vikram,156,DU
Neha,143,IIT Delhi
Arjun,171,JNU
Rahul,171,IIIT Hyderabad
Pooja,177,BITS Pilani
Riya,70,BITS Pilani
Riya,168,BITS Pilani
Vikas,173,NIT Trichy
Priya,112,IIT Kanpur
Pooja,67,NIT Surathkal
Riya,104,NIT Surathkal
Suresh,56,IIT Bombay
Rohit,170,BITS Pilani
Amit,115,IIT Madras
Deepak,102,NIT Trichy
Pooja,164,IIT Bombay
Rohit,117,IIT Delhi
Suresh,128,IIT Kanpur
Riya,35,IIT Delhi
Kavita,58,NIT Surathkal
Pooja,64,IIT Kanpur
Neha,175,IIT Madras
Pooja,176,DU
Simran,121,IIT Delhi
Rohit,108,IIIT Hyderabad
Arjun,55,JNU
Ankit,76,BITS Pilani
Nisha,20,IIIT Hyderabad
Sneha,47,JNU
Deepak,45,IIT Bombay
Vikas,28,IIIT Hyderabad
Priya,112,IIT Bombay
Neha,148,IIT Madras
Simran,158,IIIT Hyderabad
Suresh,33,BITS Pilani
Deepak,146,IIT Madras
Amit,59,DU
Nisha,63,DU
Neha,63,IIT Delhi
Vikas,88,NIT Surathkal
Rahul,152,DU
Priya,179,DU
Riya,175,IIT Madras
Sneha,129,IIT Madras
Amit,177,IIT Delhi
Manish,67,IIT Madras
Vikram,69,IIIT Hyderabad
Rohit,36,IIIT Hyderabad
Kiran,118,IIT Kanpur
Kavita,63,DU
Vikas,37,IIT Kanpur
Amit,77,IIT Delhi
Rahul,111,IIT Kanpur
Deepak,105,NIT Trichy
Suresh,159,IIT Madras
Sneha,36,NIT Surathkal
Manish,174,IIIT Hyderabad
Mehul,49,NIT Trichy
Priya,170,IIT Kanpur
Priya,104,BITS Pilani
Riya,180,IIT Bombay
Kiran,95,JNU
Vikram,50,IIT Madras
Mehul,28,BITS Pilani
Pooja,142,IIT Bombay
Arjun,65,IIT Madras
Vikas,102,IIT Delhi
Pooja,49,IIT Kanpur
Kiran,148,IIIT Hyderabad
Vikram,26,IIT Delhi
Ankit,162,JNU
Suresh,26,NIT Surathkal
Vikas,144,IIT Delhi
Vikram,30,IIT Delhi
Vikas,77,IIT Delhi
Priya,102,IIT Delhi
Sneha,87,IIT Madras
Pooja,156,IIT Madras
Vikram,84,IIT Delhi
Manish,121,IIT Bombay
Sneha,132,IIT Madras
Pooja,140,NIT Trichy
Manish,48,IIIT Hyderabad
Sneha,25,IIT Madras
Neha,50,IIT Kanpur
Vikas,135,IIT Madras
Nisha,50,JNU
Nisha,168,IIT Bombay
Vikas,82,NIT Surathkal
Suresh,66,IIT Kanpur
Manish,61,IIT Madras
Vikas,165,JNU
Nisha,123,IIIT Hyderabad
Arjun,117,IIT Madras
Pooja,39,IIT Delhi
Vikram,54,IIIT Hyderabad
Simran,156,NIT Trichy
Suresh,166,NIT Trichy
Simran,65,IIT Kanpur
Riya,39,IIT Kanpur
Vikas,177,BITS Pilani
Pooja,169,BITS Pilani
Manish,100,IIT Madras
Neha,102,NIT Surathkal
Pooja,97,JNU
Arjun,20,IIT Kanpur
Vikas,159,IIT Madras
Kavita,66,JNU
Priya,83,IIIT Hyderabad
Rohit,172,JNU
Riya,133,DU
Pooja,108,IIT Delhi
Kavita,48,JNU
Nisha,66,DU
Simran,150,IIT Madras
Pooja,109,IIT Madras
Pooja,42,IIT Bombay
Vikram,40,IIIT Hyderabad
Nisha,151,IIIT Hyderabad
Priya,151,IIT Madras
Deepak,153,DU
Ankit,165,IIT Bombay
Amit,64,IIT Bombay
Vikram,44,IIT Delhi
Deepak,179,IIIT Hyderabad
Riya,21,IIT Kanpur
Deepak,41,IIT Bombay
Nisha,74,NIT Surathkal
Deepak,78,DU
Kiran,102,DU
Arjun,68,IIT Madras
Neha,151,NIT Trichy
Manish,81,IIIT Hyderabad
Vikas,27,IIT Madras
Rahul,71,JNU
Riya,114,NIT Surathkal
Rahul,36,JNU
Kavita,38,IIT Madras
Priya,91,IIIT Hyderabad
Vikram,21,IIIT Hyderabad
Deepak,51,NIT Trichy
Nisha,131,DU
Deepak,48,IIT Delhi
Vikas,115,DU
Rohit,29,DU
Rahul,133,IIIT Hyderabad
Vikas,72,IIT Kanpur
Deepak,75,IIT Kanpur
Kavita,123,IIT Madras
Riya,82,IIT Delhi
Mehul,164,IIT Kanpur
Arjun,53,IIIT Hyderabad
Neha,115,NIT Surathkal
Kavita,93,IIT Madras
Sneha,133,NIT Trichy
Manish,162,IIT Madras
Manish,166,DU
Amit,138,IIT Madras
Nisha,153,NIT Surathkal
Neha,90,IIT Bombay
Simran,109,IIT Delhi
Rohit,37,NIT Surathkal
Manish,107,NIT Surathkal
Manish,132,JNU
Deepak,121,NIT Surathkal
Neha,69,IIIT Hyderabad
Ankit,138,DU
Riya,160,IIT Madras
Vikas,107,DU
Deepak,126,NIT Trichy
Kavita,145,IIT Bombay
Deepak,73,IIT Kanpur
Sneha,158,NIT Trichy
Simran,30,NIT Trichy
Suresh,104,IIT Bombay
Simran,27,BITS Pilani
Deepak,144,IIT Madras
Manish,37,IIT Kanpur
Nisha,110,IIT Delhi
Deepak,163,IIT Bombay
Manish,101,NIT Surathkal
Riya,44,IIT Delhi
Mehul,24,JNU
Kiran,75,IIT Bombay
Neha,102,IIT Delhi
Sneha,30,BITS Pilani
Simran,91,NIT Surathkal
Vikram,118,NIT Surathkal
Vikas,67,IIT Madras
Deepak,108,NIT Surathkal
Kavita,22,NIT Surathkal
Neha,160,DU
Simran,175,JNU
Manish,49,IIT Madras
Vikas,105,NIT Trichy
Kiran,77,DU
Vikram,153,IIT Kanpur
Kavita,38,NIT Trichy
Kavita,163,IIIT Hyderabad
Ankit,121,NIT Trichy
Deepak,82,IIT Delhi
Sneha,114,NIT Surathkal
Kavita,119,BITS Pilani
Mehul,174,NIT Surathkal
Arjun,123,IIIT Hyderabad
Suresh,24,IIT Delhi
Kiran,172,NIT Trichy
Rohit,33,BITS Pilani
Ankit,38,IIIT Hyderabad
Simran,101,IIT Bombay
Ankit,158,NIT Surathkal
Mehul,40,IIT Delhi
Nisha,175,IIIT Hyderabad
Arjun,90,IIT Delhi
Vikas,177,IIT Madras
Rahul,178,BITS Pilani
Kiran,24,DU
Rahul,73,IIT Madras
Pooja,38,IIT Madras
Amit,175,DU
Nisha,110,IIT Kanpur
Manish,156,IIT Delhi
Rohit,48,NIT Surathkal
Kiran,52,JNU
Kavita,161,DU
Kiran,160,BITS Pilani
Priya,146,IIT Kanpur
Riya,116,BITS Pilani
Nisha,131,IIIT Hyderabad
Simran,35,IIT Madras
Kavita,163,IIT Delhi
Priya,133,IIT Kanpur
Rohit,136,IIT Madras
Ankit,133,JNU
Suresh,143,BITS Pilani
Neha,164,JNU
Rahul,142,IIT Delhi
Nisha,74,IIT Bombay
Ankit,65,NIT Surathkal
Manish,110,IIT Bombay
Kiran,104,DU
Simran,90,JNU
Ankit,31,JNU
Nisha,77,JNU
Vikram,177,IIT Bombay
Sneha,36,BITS Pilani
Suresh,132,IIT Madras
Kavita,53,JNU
Neha,170,IIT Kanpur
Vikram,40,IIIT Hyderabad
Riya,106,BITS Pilani
Deepak,84,IIT Madras
Vikram,174,IIT Delhi
Suresh,52,JNU
Rahul,94,IIT Madras
Mehul,137,IIT Kanpur
Rahul,100,IIT Kanpur
Amit,47,IIT Madras
Pooja,30,DU
Simran,156,IIT Madras
Kavita,168,IIT Delhi
Simran,60,IIT Kanpur
Rohit,157,IIIT Hyderabad
Arjun,178,JNU
Nisha,167,IIT Bombay
Kavita,108,JNU
Kavita,86,BITS Pilani
Vikram,66,DU
Vikram,74,BITS Pilani
Rahul,26,BITS Pilani
Simran,106,IIT Bombay
Vikas,161,BITS Pilani
Vikas,101,NIT Trichy
Amit,44,IIIT Hyderabad
Neha,37,IIT Madras
Simran,49,JNU
Riya,30,NIT Surathkal
Rahul,167,NIT Trichy
Nisha,82,IIT Bombay
Ankit,146,IIT Kanpur
Manish,167,IIT Kanpur
Suresh,180,IIIT Hyderabad
Rohit,173,DU
Kiran,61,NIT Surathkal
Riya,146,IIIT Hyderabad
Suresh,65,DU
Suresh,83,IIT Bombay
Rohit,169,IIT Bombay
Amit,89,BITS Pilani
Mehul,105,IIIT Hyderabad
Riya,21,IIT Kanpur
Riya,160,IIT Kanpur
Kavita,75,BITS Pilani
Rohit,92,IIT Delhi
Priya,125,DU
Arjun,38,BITS Pilani
Pooja,97,IIT Delhi
Rohit,58,IIT Delhi
Kiran,145,IIT Delhi
Kavita,171,IIT Madras
Ankit,97,NIT Trichy
Neha,74,IIT Bombay
Manish,72,NIT Surathkal
Riya,41,DU
Arjun,86,BITS Pilani
Arjun,23,NIT Trichy
Arjun,160,IIT Kanpur
Suresh,150,IIT Madras
Sneha,164,NIT Trichy
Rahul,177,IIT Delhi
Manish,42,IIT Kanpur
Kavita,117,IIT Bombay
Vikram,120,IIIT Hyderabad
Ankit,107,IIT Delhi
Kavita,29,BITS Pilani
Riya,86,IIT Delhi
Deepak,66,IIT Bombay
Simran,125,IIT Bombay
Priya,94,NIT Surathkal
Neha,61,DU
Neha,173,JNU
Vikas,164,IIT Bombay
Rahul,84,IIT Kanpur
Vikas,109,NIT Surathkal
Vikram,175,IIIT Hyderabad
Mehul,159,IIT Kanpur
Nisha,159,NIT Surathkal
Suresh,162,IIIT Hyderabad
Pooja,168,IIT Madras
Amit,135,IIT Bombay
Kavita,132,JNU
Riya,150,IIIT Hyderabad
Pooja,60,NIT Trichy
Amit,128,IIT Delhi
Vikram,30,NIT Trichy
Amit,148,IIT Bombay
Nisha,64,DU
Pooja,43,DU
Vikram,22,IIT Madras
Priya,118,IIT Madras
Rahul,31,NIT Surathkal
Pooja,58,IIT Kanpur
Rahul,141,IIT Bombay
Ankit,54,NIT Surathkal
Riya,147,NIT Trichy
Pooja,65,IIT Madras
Rohit,98,NIT Trichy
Vikram,118,IIIT Hyderabad
Kavita,133,DU
Simran,160,DU
Ankit,68,IIT Madras
Rohit,111,IIIT Hyderabad
Vikas,75,IIT Kanpur
Deepak,56,DU
Manish,176,NIT Trichy
Mehul,81,IIT Bombay
Rohit,150,NIT Surathkal
Amit,105,IIT Delhi
Vikram,146,IIT Kanpur
Priya,94,DU
Manish,28,DU
Deepak,44,BITS Pilani
Priya,150,JNU
Pooja,87,IIT Delhi
Priya,101,NIT Trichy
Mehul,164,IIT Delhi
Rohit,107,BITS Pilani
Nisha,106,JNU
Nisha,20,DU
Sneha,118,IIIT Hyderabad
Riya,173,IIT Delhi
Manish,72,JNU
Ankit,108,NIT Trichy
Kiran,144,IIT Delhi
Simran,122,IIT Delhi
Riya,51,IIT Madras
Neha,125,IIT Madras
Mehul,99,IIT Bombay
Vikram,168,IIT Delhi
Arjun,177,DU
Simran,150,IIT Bombay
Nisha,34,JNU
Kiran,161,BITS Pilani
Mehul,143,IIT Bombay
Nisha,92,IIT Kanpur
Rahul,28,JNU
Kavita,170,NIT Trichy
Kavita,80,IIIT Hyderabad
Simran,98,JNU
Kiran,69,NIT Trichy
Neha,100,NIT Trichy
Kavita,154,IIT Madras
Manish,21,IIT Madras
Amit,66,IIT Bombay
Kavita,161,IIIT Hyderabad
Suresh,116,IIT Delhi
Vikram,99,BITS Pilani
Vikas,132,IIT Madras
Arjun,99,IIT Delhi
Simran,172,IIT Kanpur
Ankit,37,NIT Surathkal
Kavita,125,IIT Bombay
Deepak,40,BITS Pilani
Simran,86,DU
Nisha,126,IIT Madras
Amit,47,IIIT Hyderabad
Neha,88,DU
Kiran,49,NIT Trichy
Deepak,160,IIT Kanpur
Kiran,119,IIT Kanpur
Vikram,114,IIT Kanpur
Riya,127,BITS Pilani
Rohit,45,IIT Delhi
Ankit,87,IIT Kanpur
Vikas,20,IIT Delhi
Arjun,130,NIT Trichy
Suresh,85,NIT Surathkal
Rohit,163,JNU
Priya,158,IIT Kanpur
Nisha,128,IIIT Hyderabad
Vikas,180,IIT Kanpur
Kavita,94,IIT Delhi
Vikram,62,IIT Delhi
Deepak,34,IIIT Hyderabad
Vikram,75,JNU
Vikram,156,IIIT Hyderabad
Ankit,161,IIIT Hyderabad
Rohit,119,DU
Amit,102,IIT Delhi
Amit,136,BITS Pilani
Neha,108,NIT Surathkal
Pooja,144,IIT Madras
Vikram,101,IIIT Hyderabad
Neha,115,NIT Surathkal
Arjun,45,BITS Pilani
Mehul,157,IIT Bombay
Vikas,42,DU
Rahul,178,DU
Manish,143,IIT Bombay
Manish,37,IIT Kanpur
Rohit,42,IIT Bombay
Priya,104,IIT Delhi
Suresh,176,DU
Neha,123,IIT Delhi
Rohit,67,IIT Bombay
Simran,68,IIT Delhi
Kiran,149,IIT Delhi
Arjun,91,JNU
Kavita,89,IIIT Hyderabad
Neha,136,JNU
Deepak,140,JNU
Kavita,110,IIT Delhi
Priya,127,JNU
Rohit,23,BITS Pilani
Deepak,77,IIT Madras
Suresh,122,NIT Surathkal
Manish,120,IIIT Hyderabad
Rahul,95,IIT Bombay
Priya,136,IIT Bombay
Priya,133,IIT Bombay
Nisha,75,BITS Pilani
Ankit,20,DU
Nisha,96,IIT Delhi
Deepak,172,IIIT Hyderabad
Kiran,98,JNU
Arjun,176,NIT Surathkal
Vikas,68,IIT Kanpur
Pooja,174,NIT Trichy
Rahul,43,BITS Pilani
Ankit,150,IIT Madras
Deepak,53,NIT Surathkal
Nisha,120,IIT Madras
Rahul,71,IIT Bombay
Sneha,108,IIT Madras
Pooja,84,BITS Pilani
Nisha,112,BITS Pilani
Arjun,48,BITS Pilani
Manish,117,IIT Bombay
Arjun,70,BITS Pilani
Rahul,122,IIT Madras
Mehul,32,IIIT Hyderabad
Nisha,22,DU
Suresh,48,DU
Riya,63,NIT Trichy
Rohit,24,JNU
Kiran,158,IIT Kanpur
Rohit,152,IIT Madras
Kavita,46,IIT Kanpur
Arjun,67,NIT Surathkal
Sneha,77,NIT Surathkal
Rohit,126,IIT Kanpur
Sneha,143,IIT Bombay
Sneha,110,IIT Kanpur
Kiran,118,NIT Trichy
Rahul,180,IIIT Hyderabad
Rohit,47,DU
Riya,137,DU
Rahul,23,BITS Pilani
Manish,131,NIT Surathkal
Vikram,30,BITS Pilani
Neha,27,NIT Trichy
Ankit,77,NIT Surathkal
Mehul,161,DU
Suresh,170,IIT Madras
Pooja,64,IIT Bombay
Priya,85,IIT Bombay
Mehul,59,IIT Delhi
Amit,29,IIT Bombay
Arjun,177,IIT Bombay
Rohit,30,DU
Riya,31,IIT Madras
Amit,23,BITS Pilani
Ankit,30,NIT Surathkal
Vikram,90,IIT Madras
Ankit,47,BITS Pilani
Priya,145,JNU
Amit,96,IIT Kanpur
Priya,26,IIT Bombay
Amit,124,IIT Bombay
Pooja,165,IIT Delhi
Simran,38,IIT Bombay
Pooja,142,IIT Madras
Rohit,69,DU
Mehul,83,IIT Delhi
Pooja,138,NIT Trichy
Rahul,137,IIT Bombay
Deepak,28,IIIT Hyderabad
Simran,174,NIT Trichy
Priya,89,NIT Trichy
Vikas,150,IIT Bombay
Neha,177,NIT Surathkal
Arjun,147,JNU
Rohit,20,DU
Simran,43,IIT Bombay
Deepak,130,IIT Bombay
Ankit,135,BITS Pilani
Deepak,100,NIT Surathkal
Vikram,89,JNU
Vikram,58,JNU
Pooja,149,IIT Madras
Neha,52,IIT Kanpur
Kiran,123,NIT Surathkal
Riya,167,NIT Trichy
Vikram,161,IIT Bombay
Ankit,77,IIT Bombay
Kavita,75,NIT Surathkal
Mehul,147,IIT Madras
Vikram,106,IIIT Hyderabad
Ankit,80,BITS Pilani
Simran,84,NIT Surathkal
Simran,180,IIT Bombay
Kiran,159,IIT Bombay
Kavita,88,IIT Madras
Riya,167,IIT Madras
Nisha,109,BITS Pilani
Riya,74,IIT Delhi
Pooja,90,BITS Pilani
Kavita,154,IIT Kanpur
Vikas,53,IIT Delhi
Mehul,111,NIT Surathkal
Pooja,43,NIT Surathkal
Suresh,130,IIT Kanpur
Vikas,80,IIT Madras
Suresh,153,JNU
Riya,52,DU
Simran,164,NIT Trichy
Nisha,154,NIT Surathkal
Riya,65,IIIT Hyderabad
Nisha,136,BITS Pilani
Kavita,140,IIIT Hyderabad
Simran,163,IIIT Hyderabad
Vikas,82,IIT Madras
Nisha,146,IIT Delhi
Riya,161,IIT Madras
Riya,85,BITS Pilani
Arjun,67,IIT Kanpur
Pooja,134,DU
Nisha,127,IIIT Hyderabad
Mehul,23,BITS Pilani
Pooja,161,IIT Delhi
Amit,93,IIIT Hyderabad
Sneha,145,IIT Kanpur
Rahul,140,NIT Surathkal
Priya,85,DU
Vikram,175,JNU
Kavita,148,NIT Trichy
Kavita,49,IIT Delhi
Simran,113,IIT Madras
Pooja,60,JNU
Arjun,123,IIT Madras
Nisha,58,NIT Trichy
Neha,22,BITS Pilani
Vikas,69,NIT Trichy
Manish,117,NIT Surathkal
Arjun,115,IIT Kanpur
Rohit,130,DU
Simran,121,IIT Kanpur
Ankit,176,IIIT Hyderabad
Arjun,92,IIT Bombay
Ankit,176,IIT Madras
Amit,142,NIT Trichy
Kiran,124,IIT Madras
Sneha,148,IIT Bombay
Rohit,170,IIT Delhi
Priya,91,IIT Kanpur
Neha,115,NIT Surathkal
Vikram,27,DU
Nisha,162,IIIT Hyderabad
Vikram,29,IIT Delhi
Amit,109,DU
Nisha,66,IIT Delhi
Manish,155,NIT Trichy
Priya,139,NIT Surathkal
Amit,33,IIT Delhi
Rohit,81,IIT Delhi
Suresh,23,IIT Madras
Neha,126,IIIT Hyderabad
Neha,79,IIT Bombay
Amit,137,IIT Kanpur
Priya,88,IIT Delhi
Rahul,123,DU
Kavita,138,IIT Kanpur
Arjun,78,DU
Rohit,44,BITS Pilani
Nisha,50,IIT Kanpur
Nisha,45,IIIT Hyderabad
Pooja,119,IIT Kanpur
Rohit,56,JNU
Sneha,93,IIIT Hyderabad
Deepak,161,JNU
Pooja,162,JNU
Suresh,131,NIT Surathkal
Sneha,168,NIT Trichy
Simran,33,BITS Pilani
Kiran,68,IIT Bombay
Vikram,127,IIT Delhi
Kiran,91,IIT Madras
Ankit,72,IIT Delhi
Neha,111,NIT Trichy
Kiran,179,DU
Ankit,86,IIT Delhi
Amit,147,IIT Bombay
Mehul,57,IIT Madras
Vikram,158,DU
Vikas,68,NIT Trichy
Riya,149,JNU
Vikas,63,BITS Pilani
Sneha,117,IIT Delhi
Riya,75,BITS Pilani
Sneha,145,DU
Simran,98,DU
Kiran,40,NIT Surathkal
Neha,58,DU
Priya,105,IIT Bombay
Sneha,81,IIT Delhi
Vikas,164,DU
Manish,20,IIT Kanpur
Kiran,179,NIT Trichy
Mehul,106,IIT Madras
Simran,124,IIT Kanpur
Ankit,137,NIT Trichy
Rohit,24,IIT Delhi
Mehul,165,DU
Kiran,101,DU
Kiran,135,IIT Delhi
Suresh,65,DU
Riya,68,IIIT Hyderabad
Manish,170,DU
Pooja,78,NIT Surathkal
Deepak,127,IIT Kanpur
Neha,70,IIT Madras
Arjun,69,IIT Delhi
Vikas,173,IIT Delhi
Priya,24,NIT Surathkal
Vikram,161,IIT Delhi
Simran,21,JNU
Pooja,142,NIT Surathkal
Riya,84,JNU
Simran,112,NIT Surathkal
Pooja,146,DU
Sneha,80,BITS Pilani
Simran,92,JNU
Nisha,22,BITS Pilani
Vikram,96,NIT Surathkal
Kavita,57,IIT Madras
Vikram,81,IIT Bombay
Sneha,130,BITS Pilani
Priya,67,NIT Surathkal
Arjun,169,IIIT Hyderabad
Riya,126,JNU
Vikram,59,NIT Surathkal
Amit,140,BITS Pilani
Simran,173,IIIT Hyderabad
Suresh,103,DU
Manish,158,NIT Surathkal
Riya,151,NIT Surathkal
Deepak,138,IIIT Hyderabad
Deepak,42,IIIT Hyderabad
Rohit,149,IIT Madras
Nisha,40,JNU
Amit,106,IIIT Hyderabad
Nisha,161,JNU
Riya,146,IIT Madras
Kavita,49,IIT Bombay
Manish,133,IIT Delhi
Priya,114,IIT Kanpur
Arjun,91,NIT Trichy
Neha,170,IIT Kanpur
Mehul,100,IIIT Hyderabad
Vikas,47,IIT Bombay
Ankit,35,NIT Surathkal
Nisha,166,BITS Pilani
Mehul,137,NIT Trichy
Riya,86,JNU
Kavita,109,IIT Kanpur
Vikram,97,IIT Bombay
Suresh,53,DU
Neha,20,IIT Madras
Nisha,40,NIT Trichy
Rohit,22,IIT Madras
Kavita,65,NIT Trichy
Vikram,74,DU
Ankit,50,IIT Kanpur
Kavita,113,IIIT Hyderabad
Rohit,48,IIT Kanpur
Priya,54,IIT Kanpur
Nisha,88,IIT Delhi
Rohit,74,BITS Pilani
Manish,175,IIT Delhi
Ankit,146,DU
Vikas,90,IIT Delhi
Rohit,76,NIT Surathkal
Riya,60,BITS Pilani
Riya,54,DU
Arjun,140,IIT Delhi
Nisha,114,JNU
Priya,32,NIT Surathkal
Ankit,128,NIT Surathkal
Mehul,107,NIT Surathkal
Rahul,144,NIT Trichy
Nisha,49,NIT Surathkal
Amit,162,BITS Pilani
Rohit,31,BITS Pilani
Priya,86,DU
Neha,120,IIIT Hyderabad
Neha,112,DU
Pooja,87,IIIT Hyderabad
Arjun,164,IIT Bombay
Nisha,135,IIIT Hyderabad
Amit,131,IIT Delhi
Pooja,32,NIT Surathkal
Neha,142,JNU
Manish,161,IIT Delhi
Mehul,167,NIT Surathkal
Simran,132,BITS Pilani
Suresh,29,IIT Delhi
Manish,162,IIT Delhi
Vikas,169,DU
Vikram,44,IIT Madras
Arjun,94,NIT Trichy
Vikram,101,NIT Surathkal
Rohit,140,IIT Delhi
Priya,84,JNU
Rohit,164,NIT Surathkal
Ankit,168,IIT Kanpur
Vikram,123,IIIT Hyderabad
Ankit,162,NIT Surathkal
Suresh,103,IIT Delhi
Vikas,54,NIT Trichy
Amit,155,JNU
Vikas,156,NIT Trichy
Manish,98,BITS Pilani
Rahul,46,IIIT Hyderabad
Kavita,130,IIT Bombay
Manish,168,BITS Pilani
Vikas,112,BITS Pilani
Ankit,64,DU
Nisha,114,JNU
Amit,20,BITS Pilani
Rahul,65,IIT Madras
Pooja,154,IIT Madras
Arjun,45,NIT Surathkal
Deepak,37,JNU
Riya,170,IIT Delhi
Rahul,138,NIT Surathkal
Arjun,75,IIT Delhi
Rohit,42,IIT Madras
Kavita,86,NIT Surathkal
Kiran,38,BITS Pilani
Neha,150,IIT Madras
Rohit,176,IIT Bombay
Priya,131,NIT Trichy
Mehul,118,DU
Priya,174,IIIT Hyderabad
Priya,103,NIT Trichy
Deepak,48,JNU
Amit,84,JNU
Vikram,32,IIIT Hyderabad
Nisha,174,BITS Pilani
Riya,28,IIT Delhi
Manish,39,NIT Trichy
Sneha,57,IIIT Hyderabad
Vikram,100,JNU
Simran,81,NIT Trichy
Riya,151,NIT Trichy
Nisha,25,IIIT Hyderabad
Deepak,159,IIT Bombay
Kiran,150,JNU
Mehul,179,JNU
Suresh,104,IIT Kanpur
Pooja,179,NIT Trichy
Neha,153,IIT Bombay
Pooja,136,DU
Amit,111,IIT Delhi
Rohit,126,BITS Pilani
Mehul,133,IIT Kanpur
Vikas,65,IIT Delhi
Suresh,150,JNU
Priya,107,IIT Kanpur
Rohit,61,IIIT Hyderabad
Kiran,124,NIT Surathkal
Deepak,114,IIT Madras
Kavita,139,IIT Delhi
Riya,26,IIT Kanpur
Arjun,55,NIT Trichy
Suresh,55,IIT Delhi
Vikram,35,JNU
Sneha,71,BITS Pilani
Sneha,169,IIT Kanpur
Kiran,143,DU
Deepak,101,IIIT Hyderabad
Vikas,73,IIT Kanpur
Sneha,173,IIIT Hyderabad
Vikas,169,IIT Madras
Kavita,52,JNU
Amit,63,JNU
Amit,46,NIT Trichy
Mehul,133,IIT Bombay
Kiran,38,IIT Bombay
Vikram,27,IIT Kanpur
Riya,173,IIT Bombay
Pooja,179,IIT Bombay
Pooja,35,NIT Surathkal
Neha,170,NIT Surathkal
Kavita,180,IIT Kanpur
Ankit,133,IIT Kanpur
Vikas,152,IIIT Hyderabad
Mehul,118,JNU
Simran,66,IIT Madras
Pooja,106,NIT Surathkal
Ankit,128,BITS Pilani
Mehul,55,NIT Surathkal
Sneha,73,IIT Delhi
Simran,171,IIT Delhi
Kavita,56,IIT Madras
Nisha,126,JNU
Manish,110,NIT Trichy
Amit,156,IIT Delhi
Kiran,129,NIT Surathkal
Manish,170,IIT Kanpur
Nisha,20,NIT Surathkal
Vikas,80,NIT Trichy
Kiran,96,IIT Bombay
Amit,90,IIT Kanpur
Riya,179,IIT Madras
Nisha,147,NIT Surathkal
Arjun,39,NIT Surathkal
Ankit,60,NIT Trichy
Nisha,116,NIT Trichy
Sneha,90,IIT Delhi
Amit,79,IIIT Hyderabad
Kiran,175,IIT Bombay
Kavita,125,IIT Kanpur
Suresh,166,IIIT Hyderabad
Kiran,129,NIT Trichy
Pooja,87,NIT Surathkal
Manish,79,IIT Madras
Rohit,172,DU
Suresh,63,NIT Trichy
Priya,23,IIT Madras
Rahul,87,IIT Bombay
Kiran,136,NIT Surathkal
Rohit,121,NIT Surathkal
Suresh,45,NIT Surathkal
Amit,126,JNU
Deepak,145,DU
Deepak,116,NIT Trichy
Pooja,85,JNU
Rohit,154,NIT Surathkal
Nisha,68,IIT Madras
Manish,151,DU
Simran,171,IIT Madras
Simran,146,IIT Delhi
Vikas,172,NIT Surathkal
Manish,148,IIT Madras
Suresh,76,JNU
Mehul,75,DU
Deepak,123,NIT Surathkal
Rahul,93,IIIT Hyderabad
Vikram,53,IIT Kanpur
Manish,167,IIT Delhi
Suresh,145,IIIT Hyderabad
Deepak,20,IIT Madras
Vikram,50,BITS Pilani
Nisha,143,IIT Kanpur
Sneha,38,NIT Trichy
Ankit,51,IIIT Hyderabad
Kavita,129,BITS Pilani
Priya,137,IIT Madras
Amit,20,IIIT Hyderabad
Simran,20,IIT Delhi
Rahul,112,JNU
Rohit,164,DU
Nisha,37,DU
Simran,96,IIIT Hyderabad
Amit,46,IIIT Hyderabad
Riya,64,IIT Bombay
Riya,164,IIT Delhi
Arjun,29,IIT Delhi
Arjun,83,IIT Kanpur
Suresh,176,IIT Delhi
Vikram,74,DU
Simran,26,NIT Surathkal
Nisha,177,IIT Bombay
Riya,161,IIT Bombay
Priya,92,DU
Pooja,24,JNU
Sneha,131,BITS Pilani
Pooja,30,IIT Kanpur
Vikas,122,NIT Surathkal
Amit,88,IIT Delhi
Ankit,106,DU
Mehul,21,IIT Bombay
Priya,56,IIT Bombay
Arjun,55,IIT Delhi
Pooja,142,IIT Delhi
Simran,148,NIT Surathkal
Rahul,170,IIT Madras
Sneha,173,IIT Delhi
Neha,114,IIT Delhi
Ankit,165,JNU
Pooja,64,BITS Pilani
Suresh,39,IIT Kanpur
Vikas,158,IIT Kanpur
Deepak,128,NIT Surathkal
Deepak,22,IIT Bombay
Pooja,103,NIT Trichy
Priya,39,BITS Pilani
Kavita,38,DU
Suresh,89,IIIT Hyderabad
Pooja,69,IIT Delhi
Vikas,45,IIT Delhi
Nisha,34,IIT Delhi
Arjun,95,IIT Madras
Arjun,146,JNU
Amit,81,IIT Madras
Mehul,68,IIT Madras
Priya,57,NIT Surathkal
Pooja,68,IIT Madras
Mehul,35,IIIT Hyderabad
Suresh,70,IIT Bombay
Priya,47,IIT Madras
Vikas,73,DU
Nisha,104,IIT Madras
Kiran,62,IIT Delhi
Vikram,163,IIT Delhi
Ankit,150,IIT Bombay
Deepak,48,NIT Trichy
Pooja,28,IIT Kanpur
Riya,143,IIT Madras
Ankit,136,DU
Arjun,67,IIT Madras
Manish,71,IIT Madras
Rahul,71,IIT Delhi
Neha,163,IIT Bombay
Vikram,59,DU
